"SUBJECT","Subject","LOCATION","Country","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"MANM","Narrow Money (M1) Index, SA","USA","United States","M","Monthly","1990-03","Mar-1990","IDX","Index","0","Units","2015_100","2015=100",26.52678,,
"MANM","Narrow Money (M1) Index, SA","USA","United States","M","Monthly","1990-04","Apr-1990","IDX","Index","0","Units","2015_100","2015=100",26.67902,,
"MANM","Narrow Money (M1) Index, SA","USA","United States","M","Monthly","1990-05","May-1990","IDX","Index","0","Units","2015_100","2015=100",26.61614,,
"MANM","Narrow Money (M1) Index, SA","USA","United States","M","Monthly","1990-06","Jun-1990","IDX","Index","0","Units","2015_100","2015=100",26.76838,,
"MANM","Narrow Money (M1) Index, SA","USA","United States","M","Monthly","1990-07","Jul-1990","IDX","Index","0","Units","2015_100","2015=100",26.81141,,
"MANM","Narrow Money (M1) Index, SA","USA","United States","M","Monthly","1990-08","Aug-1990","IDX","Index","0","Units","2015_100","2015=100",26.99675,,
"MANM","Narrow Money (M1) Index, SA","USA","United States","M","Monthly","1990-09","Sep-1990","IDX","Index","0","Units","2015_100","2015=100",27.14568,,
"MANM","Narrow Money (M1) Index, SA","USA","United States","M","Monthly","1990-10","Oct-1990","IDX","Index","0","Units","2015_100","2015=100",27.13575,,
"MANM","Narrow Money (M1) Index, SA","USA","United States","M","Monthly","1990-11","Nov-1990","IDX","Index","0","Units","2015_100","2015=100",27.20856,,
"MANM","Narrow Money (M1) Index, SA","USA","United States","M","Monthly","1990-12","Dec-1990","IDX","Index","0","Units","2015_100","2015=100",27.29462,,
"MANM","Narrow Money (M1) Index, SA","USA","United States","M","Monthly","1991-01","Jan-1991","IDX","Index","0","Units","2015_100","2015=100",27.37736,,
"MANM","Narrow Money (M1) Index, SA","USA","United States","M","Monthly","1991-02","Feb-1991","IDX","Index","0","Units","2015_100","2015=100",27.55608,,
"MANM","Narrow Money (M1) Index, SA","USA","United States","M","Monthly","1991-03","Mar-1991","IDX","Index","0","Units","2015_100","2015=100",27.75797,,
